kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.channelTitle,snippet.playlistId,snippet.position,snippet.videoOwnerChannelTitle,snippet.videoOwnerChannelId,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.resourceId.kind,snippet.resourceId.videoId,contentDetails.videoId,contentDetails.videoPublishedAt,status.privacyStatus
youtube#playlistItem,h-i9pj2tpzJUl2LfiHAx6SGDNBo,UEw2YVlKXzB6SjR1Qzk3OEM1N1AzVGdBQWZCMzh1eTU4RS41NkI0NEY2RDEwNTU3Q0M2,2023-03-23T15:54:43Z,UCBbHCj7kUogAMFyBAzzzfUw,AnVIL Demos: Introduction to AnVIL - 2023/03/23,"Stephen Mosher kicked off our *new* AnVIL Demos, sharing an Introduction to AnVIL, describing the context of the research environment AnVIL fits into, ways it support researchers and meets common computational genomics needs, and ways users can get started and find support.

Let us know what you think and share your feedback: https://forms.gle/AK12iVXTjsB7yCUUA.
More about AnVIL Demos and today's Q&A: https://help.anvilproject.org/t/introducing-anvil-demos-starting-march-23-2023/153",AnVIL Project,PL6aYJ_0zJ4uC978C57P3TgAAfB38uy58E,0,AnVIL Project,UCBbHCj7kUogAMFyBAzzzfUw,https://i.ytimg.com/vi/fcMUU7NrEeM/default.jpg,120,90,https://i.ytimg.com/vi/fcMUU7NrEeM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/fcMUU7NrEeM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/fcMUU7NrEeM/sddefault.jpg,640,480,https://i.ytimg.com/vi/fcMUU7NrEeM/maxresdefault.jpg,1280,720,youtube#video,fcMUU7NrEeM,fcMUU7NrEeM,2023-03-23T15:58:12Z,public
youtube#playlistItem,-_P0fD-gyHMaFOG3Twlk10cGpuk,UEw2YVlKXzB6SjR1Qzk3OEM1N1AzVGdBQWZCMzh1eTU4RS4yODlGNEE0NkRGMEEzMEQy,2023-04-27T16:06:41Z,UCBbHCj7kUogAMFyBAzzzfUw,AnVIL Demos: Using the Human Pangenome on AnVIL - 2023/04/27,"Julian Lucas (UCSC) from the Human Pangenome Reference Consortium will describe the work of HPRC and show how to leverage the pangenome reference for your analysis on AnVIL.

Relevant links:
Demo workspace: https://anvil.terra.bio/#workspaces/anvil-workshop/HPRC-Giraffe-Demo-2023 
AnVIL Project homepage: https://anvilproject.org/
AnVIL in 2 minutes playlist: https://www.youtube.com/playlist?list=PL6aYJ_0zJ4uCABkMngSYjPo_3c-nUUmio
Getting Started on AnVIL Book: https://jhudatascience.org/AnVIL_Book_Getting_Started/",AnVIL Project,PL6aYJ_0zJ4uC978C57P3TgAAfB38uy58E,1,AnVIL Project,UCBbHCj7kUogAMFyBAzzzfUw,https://i.ytimg.com/vi/0PRCFkLZOeo/default.jpg,120,90,https://i.ytimg.com/vi/0PRCFkLZOeo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0PRCFkLZOeo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/0PRCFkLZOeo/sddefault.jpg,640,480,https://i.ytimg.com/vi/0PRCFkLZOeo/maxresdefault.jpg,1280,720,youtube#video,0PRCFkLZOeo,0PRCFkLZOeo,2023-04-27T17:50:54Z,public
youtube#playlistItem,sdEQz_Rn-1G7xgepDZVWobfc5MY,UEw2YVlKXzB6SjR1Qzk3OEM1N1AzVGdBQWZCMzh1eTU4RS4wMTcyMDhGQUE4NTIzM0Y5,2023-05-18T16:53:02Z,UCBbHCj7kUogAMFyBAzzzfUw,AnVIL Demos: WARP Pipelines in AnVIL/Terra - 2023/05/18,"Liz Kiernan and Kaylee Mathews from the Broad Institute described WARP Pipelines, which are workflows written in the Workflow Description Language (WDLs) and optimized for the cloud. They shared where to find them, how to use them in example and your own analyses, and how to learn more about them.

Relevant Links:
- Demo workspace: https://anvil.terra.bio/#workspaces/featured-workspaces-hca/HCA_Optimus_Pipeline 
- AnVIL Project homepage: https://anvilproject.org/
- AnVIL in 2 minutes playlist: https://www.youtube.com/playlist?list=PL6aYJ_0zJ4uCABkMngSYjPo_3c-nUUmio
- Getting Started on AnVIL Book: https://jhudatascience.org/AnVIL_Book_Getting_Started/
- Q&A notes: https://help.anvilproject.org/t/anvil-demo-warp-pipelines-in-anvil-terra-on-may-18/161/2",AnVIL Project,PL6aYJ_0zJ4uC978C57P3TgAAfB38uy58E,2,AnVIL Project,UCBbHCj7kUogAMFyBAzzzfUw,https://i.ytimg.com/vi/omaVZgU4aJ0/default.jpg,120,90,https://i.ytimg.com/vi/omaVZgU4aJ0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/omaVZgU4aJ0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/omaVZgU4aJ0/sddefault.jpg,640,480,https://i.ytimg.com/vi/omaVZgU4aJ0/maxresdefault.jpg,1280,720,youtube#video,omaVZgU4aJ0,omaVZgU4aJ0,2023-05-19T15:11:19Z,public
youtube#playlistItem,2U4ITrPi-O9VDVhpXemoFza8wis,UEw2YVlKXzB6SjR1Qzk3OEM1N1AzVGdBQWZCMzh1eTU4RS41MjE1MkI0OTQ2QzJGNzNG,2023-06-23T20:40:16Z,UCBbHCj7kUogAMFyBAzzzfUw,AnVIL Demos: How to combine data across workspaces - 06/22/2023,Frederick Tan from Carnegie Institution demonstrated the capability to combine datasets in AnVIL and how to leverage workflows to scale your analyses using WDL in AnVIL.,AnVIL Project,PL6aYJ_0zJ4uC978C57P3TgAAfB38uy58E,3,AnVIL Project,UCBbHCj7kUogAMFyBAzzzfUw,https://i.ytimg.com/vi/1vz4kupdkms/default.jpg,120,90,https://i.ytimg.com/vi/1vz4kupdkms/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1vz4kupdkms/hqdefault.jpg,480,360,https://i.ytimg.com/vi/1vz4kupdkms/sddefault.jpg,640,480,https://i.ytimg.com/vi/1vz4kupdkms/maxresdefault.jpg,1280,720,youtube#video,1vz4kupdkms,1vz4kupdkms,2023-06-23T20:42:48Z,public
youtube#playlistItem,I6inFXxy0M6nor3PVusygEZaGlM,UEw2YVlKXzB6SjR1Qzk3OEM1N1AzVGdBQWZCMzh1eTU4RS4wOTA3OTZBNzVEMTUzOTMy,2023-08-31T17:18:37Z,UCBbHCj7kUogAMFyBAzzzfUw,AnVIL Demos: Interactive Genomic Data Science with Bioconductor - 07/20/2023,"Vincent Carey from Harvard Medical School shared a demo running RStudio and Bioconductor in AnVIL to: 
- Get acquainted with the cloud environment selection process, RStudio's git interface, and precompiled binaries
- Have a look at an app that helps with ontologically aware interrogation of the EBI/NHGRI GWAS catalog
- Explore human pangenome representation and variant calling with the AnVIL package and a copy of the HPRC workspace

Relevant Links:
- AnVIL Project homepage: https://anvilproject.org/
- AnVIL in 2 minutes playlist: https://www.youtube.com/playlist?list=PL6aYJ_0zJ4uCABkMngSYjPo_3c-nUUmio
- Getting Started on AnVIL Book: https://jhudatascience.org/AnVIL_Book_Getting_Started",AnVIL Project,PL6aYJ_0zJ4uC978C57P3TgAAfB38uy58E,4,AnVIL Project,UCBbHCj7kUogAMFyBAzzzfUw,https://i.ytimg.com/vi/k2DfF3tk6M4/default.jpg,120,90,https://i.ytimg.com/vi/k2DfF3tk6M4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/k2DfF3tk6M4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/k2DfF3tk6M4/sddefault.jpg,640,480,https://i.ytimg.com/vi/k2DfF3tk6M4/maxresdefault.jpg,1280,720,youtube#video,k2DfF3tk6M4,k2DfF3tk6M4,2023-08-31T17:18:55Z,public
youtube#playlistItem,o6FeZXACHroAmi-OfA9Ate8uM2E,UEw2YVlKXzB6SjR1Qzk3OEM1N1AzVGdBQWZCMzh1eTU4RS4xMkVGQjNCMUM1N0RFNEUx,2023-08-31T17:45:18Z,UCBbHCj7kUogAMFyBAzzzfUw,AnVIL Demos: Running Galaxy in AnVIL - 08/31/2023,"In this demo, Natalie Kucher from Johns Hopkins University presented an analysis of a SARS-CoV-2 viral sample analysis that demonstrates Galaxy running in AnVIL. 

Relevant Links:
- Slides: https://docs.google.com/presentation/d/1sKbNoOEKnhQUVGY7jCEeiSWkGfkJfNF6pP7uCUhTNGo/edit?usp=sharing
- Demo workspace: https://anvil.terra.bio/#workspaces/gdscn-exercises/SARS-CoV-2-Genome
- AnVIL Project homepage: https://anvilproject.org/
- AnVIL in 2 minutes playlist: https://www.youtube.com/playlist?list=PL6aYJ_0zJ4uCABkMngSYjPo_3c-nUUmio
- Getting Started on AnVIL Book: https://jhudatascience.org/AnVIL_Book_Getting_Started
- Q&A: https://help.anvilproject.org/t/anvil-demo-running-galaxy-in-anvil-on-august-31/168/1",AnVIL Project,PL6aYJ_0zJ4uC978C57P3TgAAfB38uy58E,5,AnVIL Project,UCBbHCj7kUogAMFyBAzzzfUw,https://i.ytimg.com/vi/_uT0IWL1wso/default.jpg,120,90,https://i.ytimg.com/vi/_uT0IWL1wso/mqdefault.jpg,320,180,https://i.ytimg.com/vi/_uT0IWL1wso/hqdefault.jpg,480,360,https://i.ytimg.com/vi/_uT0IWL1wso/sddefault.jpg,640,480,https://i.ytimg.com/vi/_uT0IWL1wso/maxresdefault.jpg,1280,720,youtube#video,_uT0IWL1wso,_uT0IWL1wso,2023-08-31T17:45:39Z,public
youtube#playlistItem,hkeh4VAqv5Aj5APy_JXNpuK7BSk,UEw2YVlKXzB6SjR1Qzk3OEM1N1AzVGdBQWZCMzh1eTU4RS41MzJCQjBCNDIyRkJDN0VD,2023-09-21T17:28:04Z,UCBbHCj7kUogAMFyBAzzzfUw,AnVIL Demos: Epigenetics in AnVIL - 2023/09/21,"In this demo, Ava Hoffman introduced fundamental concepts of epigenetics data analysis and demonstrated how to visualize ChIP-Seq experiment data using RStudio in AnVIL.

Learn more about AnVIL Demos here: https://anvilproject.org/events/anvil2023-september-demos
Give us feedback: https://tinyurl.com/mtxd79wm 
Check out the slides here: https://docs.google.com/presentation/d/1kSnuHyF36s6FDTLsAPkmnupyp1RcODidNiYYpijjWKg/edit?usp=sharing",AnVIL Project,PL6aYJ_0zJ4uC978C57P3TgAAfB38uy58E,6,AnVIL Project,UCBbHCj7kUogAMFyBAzzzfUw,https://i.ytimg.com/vi/loApm3jUkG0/default.jpg,120,90,https://i.ytimg.com/vi/loApm3jUkG0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/loApm3jUkG0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/loApm3jUkG0/sddefault.jpg,640,480,https://i.ytimg.com/vi/loApm3jUkG0/maxresdefault.jpg,1280,720,youtube#video,loApm3jUkG0,loApm3jUkG0,2023-09-21T17:33:04Z,public
youtube#playlistItem,Bk81aPvQ0ooUKE9hBy0P3GU9xCQ,UEw2YVlKXzB6SjR1Qzk3OEM1N1AzVGdBQWZCMzh1eTU4RS5DQUNERDQ2NkIzRUQxNTY1,2023-11-06T20:04:05Z,UCBbHCj7kUogAMFyBAzzzfUw,AnVIL Demos: DUOS - a tour of AnVIL's innovative data sharing platform - 2023/10/26,"In this month's AnVIL Demo, Jonathan Lawson (Broad Institute) discussed the Data Use Oversight System (aka DUOS) which promotes secure data sharing and how it can help with your research.

Visit DUOS: https://duos.org/
Explore AnVIL: https://anvil.terra.bio
Get started on AnVIL: https://jhudatascience.org/AnVIL_Book_Getting_Started/
Sign up for the next AnVIL Demos here: https://help.anvilproject.org/c/demos/5",AnVIL Project,PL6aYJ_0zJ4uC978C57P3TgAAfB38uy58E,7,AnVIL Project,UCBbHCj7kUogAMFyBAzzzfUw,https://i.ytimg.com/vi/BVmOtH04qhI/default.jpg,120,90,https://i.ytimg.com/vi/BVmOtH04qhI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/BVmOtH04qhI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/BVmOtH04qhI/sddefault.jpg,640,480,https://i.ytimg.com/vi/BVmOtH04qhI/maxresdefault.jpg,1280,720,youtube#video,BVmOtH04qhI,BVmOtH04qhI,2023-11-06T20:04:31Z,public
youtube#playlistItem,YSbI8iC-FWZTnqchHGvPM5R5-R4,UEw2YVlKXzB6SjR1Qzk3OEM1N1AzVGdBQWZCMzh1eTU4RS40NzZCMERDMjVEN0RFRThB,2024-06-27T13:02:08Z,UCBbHCj7kUogAMFyBAzzzfUw,AnVIL Demos: Collecting and subsetting SRA data - 2023/12/14,"In this demo, Ava Hoffman from the Fred Hutchinson Cancer Research Center will describe how to pull data from SRA into AnVIL and use a public workflow to subset data into smaller files for analysis testing and training.

Learn about upcoming AnVIL Demos: https://help.anvilproject.org/c/demos/5.
Find the AnVIL Book with the demo instructions to bring SRA data into AnVIL: https://hutchdatascience.org/AnVIL_SRA_Data/.
Find the AnVIL Book with the demo instructions to subset or downsample data in AnVIL: https://hutchdatascience.org/AnVIL_Data_Subsetting/.",AnVIL Project,PL6aYJ_0zJ4uC978C57P3TgAAfB38uy58E,8,AnVIL Project,UCBbHCj7kUogAMFyBAzzzfUw,https://i.ytimg.com/vi/yAwQKft1LS8/default.jpg,120,90,https://i.ytimg.com/vi/yAwQKft1LS8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/yAwQKft1LS8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/yAwQKft1LS8/sddefault.jpg,640,480,https://i.ytimg.com/vi/yAwQKft1LS8/maxresdefault.jpg,1280,720,youtube#video,yAwQKft1LS8,yAwQKft1LS8,2024-06-27T17:00:47Z,public
youtube#playlistItem,VHx-fERqHF1fRbNhswkh-yP3l2A,UEw2YVlKXzB6SjR1Qzk3OEM1N1AzVGdBQWZCMzh1eTU4RS5GNjNDRDREMDQxOThCMDQ2,2024-06-27T12:56:16Z,UCBbHCj7kUogAMFyBAzzzfUw,AnVIL Demos: Single Cell with Bioconductor - 2024/05/23,"In this demo, Elizabeth Humphries from the Fred Hutchinson Cancer Research Center showed the Single Cell with Bioconductor activity as part of the AnVIL Demos Book: https://hutchdatascience.org/AnVIL_Demos/single-cell-with-bioconductor-overview.html. 

Learn about upcoming AnVIL Demos: https://help.anvilproject.org/c/demos/5.",AnVIL Project,PL6aYJ_0zJ4uC978C57P3TgAAfB38uy58E,9,AnVIL Project,UCBbHCj7kUogAMFyBAzzzfUw,https://i.ytimg.com/vi/44X-m-JLPTA/default.jpg,120,90,https://i.ytimg.com/vi/44X-m-JLPTA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/44X-m-JLPTA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/44X-m-JLPTA/sddefault.jpg,640,480,https://i.ytimg.com/vi/44X-m-JLPTA/maxresdefault.jpg,1280,720,youtube#video,44X-m-JLPTA,44X-m-JLPTA,2024-06-27T18:00:02Z,public
